ID,bookTitle,bookAuthor,bookISBN,countryOfOrigin,language,publishedDate,publisher,pages,price($$),ratings,reviews
906,Alice Adventures in Wonderland,Rachel Hollis,417-41-17866-64-1,Algeria,Mandarin,"Sunday, May 19, 8419",Areon Impex,500,35.82,1.62,Sci-Fi
907,The Great Gatsby,Danielle Steel,560-05-77360-85-2,Dominica,Sundanese,"Wednesday, October 15, 4645",Vodafone,338,89.14,4.62,Romance
908,Pride and Prejudice,Walt Whitman,358-61-72055-73-2,Grenada,Sindhi,"Monday, June 12, 6580",Team Guard SRL,465,42.75,2.18,Musical
909,The Metamorphosis,Nathaniel Hawthorne,424-37-58111-44-2,Cyprus,Hindi,"Saturday, May 5, 8103",Demaco,496,53.90,4.56,Thriller
910,Tristram Shandy,Alexander Pushkin,755-21-54313-45-7,Swaziland,Korean,"Saturday, October 23, 6951",Vodafone,379,94.86,2.87,Adventure
911,The Red and the Black,William Shakespeare,367-01-82551-36-0,China,Ukrainian,"Thursday, August 28, 0177",Amazon.com,172,28.39,2.92,Family
912,Madame Bovary,Mary Shelley,623-16-38454-38-5,Ethiopia,Thai,"Thursday, October 15, 2578",Comodo,290,85.94,3.37,Fantasy
913, Oedipus at Colonus,Margaret Atwood,230-84-37261-05-4,Guinea-Bissau,Pashto,"Saturday, November 19, 8033",It Smart Group,215,21.68,4.01,Sci-Fi
914,The Metamorphosis,Jules Verne,386-63-71133-32-8,Sierra Leone,Tamil,"Tuesday, December 11, 5736",It Smart Group,335,22.60,3.67,Horror
915,The Great Gatsby,Walt Whitman,628-06-08733-26-0,San Marino,Urdu,"Wednesday, June 16, 4984",Erickson,394,19.74,2.89,Comedy
916,One Thousand and One Nights,Paulo Coelo,210-36-84143-48-7,Samoa,Yoruba,"Sunday, September 9, 6536",Team Guard SRL,478,19.27,3.77,Drama
917,The Metamorphosis,Dr. Seuss,551-24-64237-80-6,Italy,Russian,"Monday, November 9, 9491",ExxonMobil,553,18.08,1.36,Biography
918,Tristram Shandy,Paulo Coelo,835-03-75721-30-2,Kiribati,Spanish,"Sunday, January 5, 4803",Leadertech Consulting,193,39.97,3.20,Musical
919,Paradise Lost,Carlos Ruiz Zafon,418-22-23817-68-5,Antigua and Barbuda,Chinese,"Tuesday, June 1, 3937",Carrefour,500,64.06,2.87,Horror
920,Don Quixote,Harper Lee,407-41-03021-60-4,Benin,Bengali,"Sunday, May 29, 1239",BuzzFeed,408,62.82,3.39,Action
921,War and Peace,Robert Frost,053-31-74181-64-6,Dominica,Thai,"Thursday, August 7, 6031",Leadertech Consulting,295,94.89,3.00,Family
922,The Brothers Karamazov ,Jules Verne,210-54-40662-86-6,Cabo Verde,Yoruba,"Tuesday, February 3, 1699",CarMax,368,29.02,4.03,Crime
923,The Good Soldier,Jin Yong,603-87-57700-02-5,Croatia,Czech,"Friday, December 15, 4169",It Smart Group,485,75.51,3.11,Adventure
924,Great Expectations,William Faulkner,015-38-88670-80-2,Romania,Sindhi,"Saturday, October 27, 7923",Carrefour,317,63.45,1.33,Sci-Fi
925,Wuthering Heights,Alexander Pushkin,477-72-76836-26-4,Maldives,Sundanese,"Friday, May 6, 5132",UPC,433,74.37,1.63,Biography
926,The Lord of The Rings,Emily Dickinson,630-45-81021-74-5,Egypt,Somali,"Saturday, October 6, 5691",Vodafone,192,94.31,3.61,Musical
927,Great Expectations,Guillaume Musso,341-01-22067-14-8,Tonga,Bengali,"Thursday, October 13, 7831",Demaco,311,82.69,4.64,Sci-Fi
928,One Thousand and One Nights,Bella Forrest,038-65-26687-32-7,Suriname,Azerbaijani,"Thursday, November 6, 7383",Biolife Grup,428,57.83,2.91,Thriller
929,Madame Bovary,Edith Wharton,713-67-48283-85-6,South Africa,Czech,"Monday, July 8, 0402",Coca-Cola Company,532,96.42,3.19,Musical
930,The Old Man and the Sea,Leo Tolstoy,457-77-07636-42-3,Luxembourg,Hindi,"Monday, May 27, 1196",Comodo,442,81.37,2.03,Sci-Fi
931,David Copperfield,Robert Frost,774-83-36251-76-6,Switzerland,Hungarian,"Thursday, January 28, 2049",Erickson,220,37.43,3.01,Adventure
932,Tess of the d'Urbervilles,Nathaniel Hawthorne,246-33-88525-70-7,Iran,Dutch,"Wednesday, April 9, 9259",Leadertech Consulting,239,25.23,3.82,History
933,The Flowers of Evil,Emily Dickinson,378-34-00043-27-1,El Salvador,Uyghur,"Wednesday, March 19, 4470",Demaco,484,55.80,4.74,Biography
934,Gone With the Wind,William Shakespeare,215-01-31364-46-4,Sudan,Korean,"Monday, February 27, 3764",It Smart Group,249,80.90,1.87,Romance
935,David Copperfield,Robert Frost,005-14-07272-56-7,Jordan,Polish,"Thursday, February 2, 1826",Apple Inc.,178,48.02,1.97,Sci-Fi
936,Tess of the d'Urbervilles,Emily Dickinson,231-06-22573-24-5,Colombia,Hakka,"Tuesday, December 20, 5538",Demaco,186,74.11,1.02,History
937,Tess of the d'Urbervilles,Henry James,031-01-28414-04-3,Djibouti,Urdu,"Sunday, March 11, 7398",ExxonMobil,526,52.26,2.09,Biography
938,One Thousand and One Nights,Harper Lee,200-33-55312-22-2,Macedonia,Fula,"Tuesday, November 30, 4252",Areon Impex,312,43.71,2.60,Crime
939,The Flowers of Evil,Leo Tolstoy,178-77-32145-16-3,Malta,Greek,"Saturday, April 30, 1644",Boeing,194,85.82,2.07,Comedy
940,Lord of the Flies,Jules Verne,267-27-02224-48-7,Honduras,Persian,"Monday, April 27, 9187",Comcast,482,59.97,1.59,Horror
941,Madame Bovary,Doris Lessing,067-21-37777-83-6,Honduras,Vietnamese,"Monday, November 14, 9053",ExxonMobil,533,91.62,3.99,Musical
942,Game of Thrones,Nathaniel Hawthorne,656-85-82561-64-3,Singapore,Sindhi,"Monday, May 6, 8729",AECOM,439,15.28,1.93,Drama
943,To the Lighthouse,John Steinbeck,013-22-00208-67-8,Montenegro,Romanian,"Thursday, December 15, 7233",ExxonMobil,498,77.04,4.21,Action
944, Oedipus at Colonus,Henry James,268-84-15474-22-0,Togo,Yue,"Sunday, July 7, 5715",Metro Cash&Carry,504,60.20,2.33,Animation
945,Emma,T. S. Eliot,140-60-38307-36-6,Uzbekistan,Vietnamese,"Wednesday, July 28, 3475",CarMax,545,52.42,2.01,Animation
946,To Kill a Mockingbird,Alexandre Dumas,455-78-23335-25-8,Dominican Republic,Tamil,"Tuesday, November 1, 5442",Danone,443,86.15,2.85,Biography
947,Great Expectations,Henry James,065-35-17324-73-3,Rwanda,Punjabi,"Sunday, March 30, 6960",UPC,530,89.00,1.91,Drama
948,Game of Thrones,Kurt Vonnegut,320-58-62688-87-6,Switzerland,Chittagonian,"Wednesday, January 28, 9232",It Smart Group,513,51.53,3.26,Horror
949,The Flowers of Evil,Paulo Coelo,644-80-10841-45-2,"Korea, North",Portuguese,"Tuesday, April 9, 8357",ExxonMobil,416,16.14,3.93,Horror
950,To Kill a Mockingbird,Horatio Alger,633-08-08340-64-0,Mauritius,Malaysian,"Wednesday, May 24, 8879",Leadertech Consulting,440,72.50,1.09,Fantasy
951,The Handmaid's Tale,Dr. Seuss,278-12-02164-62-2,Germany,Arabic,"Friday, May 19, 1015",Apple Inc.,422,32.76,4.06,Biography
952,The Magic Mountain,William Shakespeare,738-84-30505-20-0,Romania,Assamese,"Sunday, December 18, 3701",Apple Inc.,292,45.53,4.30,Family
953,The Brothers Karamazov ,Jack London,110-07-12346-78-2,Kenya,Punjabi,"Tuesday, July 9, 8774",Erickson,225,44.42,2.03,Horror
954,The Flowers of Evil,Cormac McCarthy,705-13-03841-17-0,Equatorial Guinea,Czech,"Wednesday, November 21, 6457",UPC,329,68.83,3.92,Animation
955,Gulliver's Travels,Nathaniel Hawthorne,650-73-75305-41-3,India,Amharic,"Wednesday, August 16, 7882",ENEL,383,79.59,3.82,Biography
956,The Great Gatsby,Margaret Atwood,202-60-61812-31-0,Haiti,Hakka,"Saturday, November 25, 2676",Apple Inc.,299,14.17,2.31,Comedy
957,Moby Dick,Franz Kafka,020-17-31026-06-7,Trinidad and Tobago,Tamil,"Sunday, February 13, 1380",Danone,263,38.95,4.18,Drama
958,The Odyssey,Herman Melville,774-54-27822-36-2,Marshall Islands,Punjabi,"Thursday, December 7, 0175",Amazon.com,358,13.43,1.15,Crime
959,Lolita,Nathaniel Hawthorne,218-15-82324-15-5,Belgium,Vietnamese,"Tuesday, June 22, 7143",ExxonMobil,301,93.10,4.15,Fantasy
960,The Flowers of Evil,C.S. Lewis,323-34-15032-03-1,Chad,Italian,"Saturday, June 4, 2861",Boeing,234,74.29,2.29,Fantasy
961,Vanity Fair,Ray Bradbury,018-51-40806-03-0,Czech Republic,Urdu,"Sunday, July 30, 6102",ExxonMobil,258,83.53,1.58,Horror
962,War and Peace,J. R. R. Tolkien,081-56-10123-16-4,Uzbekistan,German,"Thursday, January 31, 4605",Comcast,310,71.89,4.33,Animation
963,Anna Karenina,Agatha Christie,560-27-28154-67-6,Australia,Somali,"Tuesday, January 25, 1459",UPC,411,16.28,3.11,Family
964,Wuthering Heights,Ralph Waldo Emerson,022-00-74438-81-6,Saudi Arabia,Japanese,"Friday, December 3, 4315",It Smart Group,303,77.60,2.38,Drama
965,War and Peace,Edith Wharton,431-58-50325-78-6,"Congo, Republic of the",Portuguese,"Sunday, March 25, 3060",AECOM,278,86.44,1.59,Family
966,Hamlet,Doris Lessing,676-31-80873-11-0,Slovenia,German,"Saturday, February 27, 6083",UPC,558,36.47,2.95,Crime
967,Les Misérables,Tennessee Williams,808-75-66384-77-7,Côte d’Ivoire,Dutch,"Sunday, December 1, 6374",Boeing,428,84.92,4.78,Action
968,Wuthering Heights,Ernest Hemingway,333-05-38633-52-6,Sierra Leone,Italian,"Friday, August 27, 7486",It Smart Group,480,84.52,2.63,Sci-Fi
969,Pride and Prejudice,Oscar Wilde,018-03-20406-24-7,Japan,Spanish,"Wednesday, May 29, 3793",Boeing,216,25.92,1.90,Romance
970,The Handmaid's Tale,Emily Dickinson,783-13-75245-73-6,Chile,Swedish,"Monday, June 7, 1852",Comodo,390,22.48,2.28,Crime
971,Hamlet,Mary Shelley,171-16-55031-00-0,Fiji,Persian,"Friday, May 17, 3399",Amazon.com,361,76.82,3.88,Action
972,Invisible Man,G.R.R. Martin,487-27-60546-51-4,Jordan,Hindi,"Monday, August 28, 2333",AECOM,252,22.09,2.96,Crime
973,Tristram Shandy,Carlos Ruiz Zafon,833-15-85327-13-8,United Kingdom,Vietnamese,"Tuesday, March 6, 6514",Boeing,531,62.64,3.61,Sci-Fi
974,The Sun Also Rises,Ralph Waldo Emerson,732-62-55034-45-0,Russia,French,"Monday, February 14, 2620",Amazon.com,274,49.28,4.71,Action
975,Gone With the Wind,Ray Bradbury,664-13-14844-03-6,Côte d’Ivoire,Gan Chinese,"Friday, January 19, 7072",ENEL,427,43.47,4.92,Animation
976,The Old Man and the Sea,Cormac McCarthy,038-60-22582-17-8,Vietnam,Chinese,"Saturday, March 5, 5949",ENEL,221,61.39,4.79,Crime
977,The Flowers of Evil,Ernest Hemingway,252-70-07143-33-4,Japan,Portuguese,"Monday, March 7, 2033",Biolife Grup,425,88.39,4.37,Animation
978,Les Misérables,Stephen King,808-84-82302-68-1,Kazakhstan,Sindhi,"Sunday, December 22, 2548",Comcast,486,27.24,4.63,Romance
979,The Flowers of Evil,Cormac McCarthy,144-36-21434-85-4,Myanmar,Wu,"Friday, July 4, 3377",Comodo,490,22.09,3.75,Fantasy
980,Oedipus,C.S. Lewis,702-31-71572-17-3,Panama,Hindi,"Tuesday, November 16, 2354",Comcast,190,91.66,1.71,Drama
981,War and Peace,William Faulkner,376-75-35315-45-2,Rwanda,Korean,"Thursday, April 19, 8688",Team Guard SRL,288,86.74,2.03,History
982,Lolita,Mary Shelley,315-41-12853-20-0,Spain,Belarusian,"Monday, June 7, 2066",AECOM,344,81.76,1.05,Sci-Fi
983,The Flowers of Evil,Stephen King,126-25-68008-31-2,Dominican Republic,Romanian,"Monday, May 1, 9122",DynCorp,498,57.63,4.23,Family
984,One Hundred Years of Solitude,Dr. Seuss,343-63-67350-32-4,Norway,German,"Thursday, August 29, 8335",CarMax,391,85.92,2.28,Fantasy
985,David Copperfield,Dr. Seuss,580-31-25456-65-5,Namibia,Chittagonian,"Saturday, November 29, 1738",DynCorp,300,82.94,1.01,Comedy
986, Oedipus at Colonus,Edith Wharton,484-30-27508-11-3,Lebanon,Spanish,"Wednesday, October 26, 1391",Zepter,406,77.22,2.67,Horror
987,Emma,C.S. Lewis,073-52-80512-53-0,Kazakhstan,Assamese,"Saturday, May 8, 2421",Facebook,384,82.94,2.18,Biography
988,Pride and Prejudice,C.S. Lewis,606-18-05254-83-5,Hungary,Persian,"Wednesday, August 23, 9780",Coca-Cola Company,425,97.75,3.50,Animation
989,The Scarlet Letter,Agatha Christie,704-80-17144-38-8,Uganda,Turkish,"Thursday, April 24, 1884",Boeing,516,96.33,1.61,Fantasy
990,Don Quixote,C.S. Lewis,215-37-33400-33-7,Czech Republic,Malaysian,"Sunday, April 5, 6015",DynCorp,290,60.53,3.59,History
991,Robinson Crusoe,Jules Verne,622-00-07370-15-3,Maldives,Uzbek,"Thursday, December 9, 0686",Carrefour,374,75.65,4.95,History
992,Madame Bovary,Nathaniel Hawthorne,506-38-47663-37-8,Palau,Japanese,"Sunday, July 6, 4887",Team Guard SRL,328,52.00,4.39,Biography
993,Great Expectations,Horatio Alger,540-64-16627-57-2,Croatia,Urdu,"Tuesday, October 4, 1261",ENEL,549,24.32,3.94,Biography
994,Wuthering Heights,Oscar Wilde,060-61-81235-27-2,The Gambia,Mandarin,"Tuesday, April 8, 7360",CarMax,208,88.76,1.10,Horror
995,The Grapes of Wrath,Carlos Ruiz Zafon,147-27-55478-53-2,Switzerland,Portuguese,"Saturday, December 14, 6154",BuzzFeed,561,62.70,2.43,History
996,The Great Gatsby,Herman Melville,075-27-60770-86-3,Belgium,Persian,"Monday, November 21, 9031",CarMax,209,22.33,3.80,Crime
997,Madame Bovary,Leo Tolstoy,737-45-34023-45-0,East Timor (Timor-Leste),Japanese,"Tuesday, June 18, 8239",Apple Inc.,431,81.49,4.60,Crime
998,Alice Adventures in Wonderland,Jules Verne,484-61-58324-00-0,Latvia,Greek,"Wednesday, July 23, 4887",It Smart Group,312,55.27,2.63,Crime
999,The Divine Comedy,William Faulkner,877-42-55386-34-8,Yemen,Sundanese,"Thursday, December 13, 8959",Mars,253,10.93,2.11,Fantasy
1000,The Sun Also Rises,Horatio Alger,511-06-84365-63-3,Guinea,Sundanese,"Sunday, April 26, 2725",Coca-Cola Company,548,43.00,1.88,Romance

